Facility ID,Name,Address,City,State,Zip,Location confidence,Purpose,Operator,Tenant,Location determination,Info source 1,Info source 2,Info source 3,Info source 4,Info source 5,Info source 6,Info source 7,Info source 8,Lat,Long,Date created,Date updated,SizeRank (numeric),Power source,Number of buildings,Cooling source,Facility size (sq ft),Cooling type,Property Size (acres),Project cost,Other info,Status,Status detail,Expected date online,County,Community push-back,Community group website,Information source
273,Province Group data center,Merrillville Technology Park (Harms Rd and Colorado St),Merrillville,IN,46410,Medium,,,,Google Maps and other sources,https://www.govtech.com/artificial-intelligence/2b-in-data-center-projects-planned-for-merrillville-ind,,,,,,,,41.453330,-87.303300,9/3/2025,9/3/2025,1,,,,"1,000,000",,,$500 million,,Proposed,,,,,,Media Monitoring
274,Project Maize,402 Royal Rd,Michigan City,IN,46360,High,,,,Google Maps and other sources,https://dailyjournal.net/2025/06/26/iedc-board-approves-incentives-for-four-planned-data-center-projects/,https://indianaeconomicdigest.net/Content/Default/Major-Indiana-News/Article/-832-million-data-center-proposed-for-LaPorte-County/-3/5308/119418,https://www.insideindianabusiness.com/articles/michigan-city-mayor-shuts-down-talk-of-data-center-project,https://www.datacenterdynamics.com/en/news/no-plans-to-pursue-832m-project-maize-data-center-says-michigan-city-mayor/,,,,,41.574080,-86.727600,7/15/2025,7/15/2025,1,,,,,,,$832 million,,Cancelled,,,,,,Media Monitoring
275,Data center (Project Louie?),"between Keller Hill Road, North Antioch Road, Indiana 42, and West Union Church Rds",Monroe Township,IN,46158,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/391-acre-data-center-campus-proposed-in-morgan-county-indiana/,https://dailyjournal.net/2025/06/26/iedc-board-approves-incentives-for-four-planned-data-center-projects/,,,,,,,39.595920,-86.460200,5/27/2025,5/27/2025,1,,,,,,391,,,Unknown,,,,,,Media Monitoring
276,"Google /Deep Meadow Ventures, LLC: Project Flo","South Post Road, East Troy Avenue, Davis Road and Vandergriff Rds",New Bethel/ Indianapolis,IN,46239,High,,Google,,Google Maps and other sources,https://www.wthr.com/article/news/local/franklin-township-data-center-plan-rezoning/531-790888f0-3aca-4dec-baa0-f47fc350f2c0,https://www.wthr.com/article/news/local/how-franklin-township-residents-can-learn-more-about-a-proposed-data-center-indianapolis/531-09357d99-247e-46e7-b9a4-b43d01cef1da,https://www.wthr.com/article/news/local/indiana-growing-data-center-industry-sparks-concerns-over-environmental-and-economic-impact/531-b8d36bba-91f7-446d-af05-ed79fee1dad8,https://www.datacenterdynamics.com/en/news/google-gets-approval-for-data-center-campus-in-franklin-township-indiana/,https://www.wishtv.com/news/i-team-8/google-data-center-franklin-township/,https://www.indystar.com/story/news/local/marion-county/2025/09/22/google-withdraws-controversial-data-center-in-franklin-township-indianapolis-city-county-council/86165695007/,,,39.720070,-85.999200,8/25/2025,8/25/2025,1,,,,,,467,$1 billion,"Large project also includes light manufacturing, research and development, utilities, agricultural uses and office space.",Suspended,,,,,,Media Monitoring
279,Mall-O-Manor LLC data center,"South of Chicago Trail, east of Timothy rd, west of Spruce Rd",New Carlisle,IN,46553,High,,,,Google Maps and other sources,https://wsbt.com/news/local/new-data-center-receives-unfavorable-recommendation-st-joseph-county-area-plan-commission-farm-land-12-billion-dollar-project-indiana,https://www.wndu.com/2025/09/16/proposed-12-billion-data-center-st-joseph-county-gets-unfavorable-recommendation/,https://indianaeconomicdigest.net/Content/Default/Major-Indiana-News/Article/-12-billion-data-center-proposed-in-New-Carlisle-in-St-Joseph-County/-3/5308/119966,https://www.wndu.com/2025/10/29/proposed-12-billion-data-center-gets-unfavorable-recommendation-st-joe-county-committee/,https://www.wndu.com/2025/10/23/new-carlisle-town-council-opposes-proposed-12-billion-data-center/,,,,41.720290,-86.490500,9/23/2025,11/3/2025,5,,14,,,,999,$12 billion,,Suspended,,,,Yes,,Media Monitoring
277,Project Rainier (Amazon),Early and Walnut Rds,New Carlisle,IN,46552,High,,Amazon,,Google Maps and other sources,https://baxtel.com/data-center/amazon-new-carlisle-in?lat=41.68406491925343&lng=-86.47056731272178&distance=1750.2145393378237,https://wsbt.com/news/local/st-joseph-county-council-members-discuss-rezoning-1000-acres-land-plot-north-new-carlisle-agricultural-industrial-change-pave-way-new-data-center-amazon-proposal-project-petitioners-public-request-rezoning-timothy-spruce-road-indiana#,https://www.insideindianabusiness.com/articles/new-data-center-project-being-proposed-for-new-carlisle,https://rbnenergy.com/i-know-places-tech-giants-may-be-the-surest-bets-for-data-center-power-demand,,,,,41.688480,-86.473600,5/14/2025,5/14/2025,5,,30,,,,1200,,,Approved/Permitted/Under construction,,,,,,Media Monitoring
278,Unidentified company,north of Early and Walnut Rds,New Carlisle,IN,46552,Medium,,,,Google Maps and other sources,https://baxtel.com/data-center/amazon-new-carlisle-in?lat=41.68406491925343&lng=-86.47056731272178&distance=1750.2145393378237,https://wsbt.com/news/local/st-joseph-county-council-members-discuss-rezoning-1000-acres-land-plot-north-new-carlisle-agricultural-industrial-change-pave-way-new-data-center-amazon-proposal-project-petitioners-public-request-rezoning-timothy-spruce-road-indiana#,https://www.insideindianabusiness.com/articles/new-data-center-project-being-proposed-for-new-carlisle,,,,,,41.688480,-86.473600,5/14/2025,5/14/2025,1,,,,,,1000,,,Proposed,,,,,,Media Monitoring
280,Vantage data center,"between County Roads 500 East, 850 North, and 1000 North",Pittsboro,IN,46167,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/vantage-advances-plan-for-data-center-project-in-pittsboro-indiana/,,,,,,,,39.901560,-86.447800,5/27/2025,5/27/2025,5,,,,,,,,"3 separate facilities: 256MW, 96MW, and 48MW",Unknown,,,,,,Media Monitoring
281,Provident Realty Advisors data center,100 Worthington Dr,Porter,IN,46304,Medium,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/provident-realty-proposes-seven-building-campus-in-burns-harbor-indiana/,,,,,,,,41.613190,-87.101400,8/25/2025,8/25/2025,1,,,,,,102,,,Proposed,,,,,,Media Monitoring
282,Jeremiah A QTS data center,Along W 450 N,Union Township,IN,43642,High,,,,Google Maps and other sources,https://www.portercountyin.gov/DocumentCenter/View/51340/Neighborhood-Meeting-County-Presentation-Post,https://www.datacenterdynamics.com/en/news/qts-cans-data-center-scheme-in-porter-county-indiana-after-protests/,,,,,,,41.503860,-87.201400,9/16/2025,9/16/2025,1,,,,,,400,$1 billion,Blackstone-owned firm has withdrawn its rezoning request for the land after local people voiced concerns about the scheme,Suspended,,,,,,Media Monitoring
283,Jeremiah B QTS data center,Along W 450 N,Union Township,IN,43642,High,,,,Google Maps and other sources,https://www.portercountyin.gov/DocumentCenter/View/51340/Neighborhood-Meeting-County-Presentation-Post,https://www.datacenterdynamics.com/en/news/qts-cans-data-center-scheme-in-porter-county-indiana-after-protests/,,,,,,,41.498090,-87.187500,9/16/2025,9/16/2025,1,,,,,,400,$1 billion,Blackstone-owned firm has withdrawn its rezoning request for the land after local people voiced concerns about the scheme,Suspended,,,,,,Media Monitoring
284,"Mount Sunflower Properties, LLC data center",~38362 W 103rd St,DeSoto,KS,66018,High,,,,Google Maps and other sources,https://www2.ljworld.com/weblogs/town_talk/2025/aug/21/a-big-data-center-may-be-douglas-countys-newest-neighbor-plans-call-for-700m-center-along-k-10/,https://www.kctv5.com/2025/08/19/de-soto-city-council-consider-50-billion-incentives-data-center-project/,https://www.bizjournals.com/kansascity/news/2025/08/20/de-soto-data-center-bonds-flint-commerce-panasonic.html,https://www.datacenterdynamics.com/en/news/de-soto-kansas-approves-700m-data-center/,,,,,38.945220,-95.029700,8/30/2025,8/30/2025,1,,4,,"1,000,000",,,$700 million,,Proposed,,,,,,Media Monitoring
285,Red Wolf Properties,13037 Parallel Pkwy,Kansas City,KS,66109,High,,,,Google Maps and other sources,https://www.kshb.com/news/local-news/multibillion-dollar-data-center-proposal-makes-its-way-to-kansas-city-kansas,https://www.datacenterdynamics.com/en/news/600mw-data-center-campus-proposed-outside-kansas-city-kansas/,https://www.kcur.org/environment-agriculture/2025-11-09/data-center-kansas-city-wyandotte-county,,,,,,39.128520,-94.880100,8/25/2025,11/15/2025,5,,6,,"1,980,000",,540,$12 billion,,Proposed,,,Wyandotte,Yes,Kansas chapter of the Sierra Club,Media Monitoring
1763323509256-4676,Data center,25025 Joe Prather Hwy,Ekron,KY,40117,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/officials-in-meade-county-kentucky-reject-data-center-rezoning-plan/,,,,,,,,37.907549,-86.109221,11/16/2025,,,,,,,,138,,,Cancelled,,,Meade,Yes,2800 petition signatures,Media Monitoring
1763324182750-5583,Project Lincoln: OC Data Center (first version),3557 KY-53,La Grange,KY,40031,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/kentuckys-oldham-county-passes-150-day-data-center-moratorium/,,,,,,,,38.444558,-85.397993,11/16/2025,,5,,,,,,,$6 billion,"Reimagined as smaller site, slightly south",Cancelled,,,Oldham,Yes,,Media Monitoring
286,Project Lincoln: OC Data Center (second version),3210 D W. Griffith Ln,La Grange,KY,40031,High,,WHP,,Google Maps and other sources,https://www.wlky.com/article/zoning-dispute-erupts-over-proposed-data-center-oldham-county/64844247,https://www.whas11.com/article/news/local/oldham-county-data-center-proposal-opposition/417-793370d3-51be-451a-847c-efcc84c2b48c,https://www.whas11.com/article/money/business/sauerbeck-family-drive-in-relocate-oldham-county-data-center-kentucky/417-3b414238-07a3-4aa2-a181-b3d0a3fd003b,https://www.bizjournals.com/louisville/news/2025/07/03/whp-oldham-county-data-stalled.html,https://www.datacenterdynamics.com/en/news/kentuckys-oldham-county-passes-150-day-data-center-moratorium/,,,,38.394440,-85.409400,7/6/2025,11/16/2025,1,,,,"2,500,000",,,$6 billion,"267 acres originally on Hwy 53, then at smaller site. Plans scrapped July 2025.",Unknown,,,Oldham,Yes,,Media Monitoring
287,Data center,151 Martin Luther King Blvd,Lexington,KY,40508,High,,,,Google Maps and other sources,https://invest.jll.com/us/en/listings/special-purpose-facility/8-asset-switch-portfolio,,,,,,,,38.042550,-84.499700,5/27/2025,5/27/2025,1,,,,"108,912",,,,,Unknown,,,,,,Media Monitoring
288,PowerHouse Data Centers,Camp Ground Rd,Louisville,KY,40216,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/powerhouse-plans-400mw-data-center-campus-in-louisville-kentucky/,https://www.wdrb.com/in-depth/louisville-data-center-plan-advances-after-unanimous-vote/article_23d6a67c-2e0c-4b28-88d5-75aec98cd1ff.html,,,,,,,38.198170,-85.850900,6/20/2025,6/20/2025,5,,,,"1,800,000",,150,$6 billion,,Proposed,,,,,,Media Monitoring
289,Project Sophie (Soluna),,Murray,KY,,Low,,,,Google Maps and other sources,https://baxtel.com/data-center/soluna-project-sophie?lat=36.54308464821985&lng=-88.36226063424738&distance=27294.14912016671,https://www.datacenterdynamics.com/en/news/soluna-to-develop-two-new-data-centers-in-texas-with-a-combined-capacity-of-350mw/,,,,,,,36.611130,-88.316700,8/30/2025,8/30/2025,3,,,,,,,,,Operating,,,,,,Media Monitoring
290,"Meta RPL-10X ""Hyperion"" /""Project Sucre""",Burn Rd,Rayville,LA,71269,High,,Meta,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/meta-announces-4-million-sq-ft-louisiana-data-center-campus/,https://louisianasiteselection.com/api/Upload/FileDownload?guid=56ec41afe38d458282a61cebe1b47c3e,https://www.opportunitylouisiana.gov/news/meta-selects-northeast-louisiana-as-site-of-10-billion-artificial-intelligence-optimized-data-center-governor-jeff-landry-calls-investment-a-new-chapter-for-state,https://www.datacenterdynamics.com/en/news/entergy-to-build-12bn-500kv-transmission-line-to-serve-meta-mega-data-center-in-louisiana/,https://www.datacenterdynamics.com/en/news/entergy-obtains-approval-to-construct-three-gas-facilities-to-serve-metas-2gw-data-center-in-louisiana/,https://www.bgr.com/1990532/meta-new-aid-data-center-size-70-football-fields-residents-scared-water/,,,32.507880,-91.634900,8/27/2025,8/27/2025,5,,,,"4,000,000",,2250,$10 billion,"Run on gas turbines, also 1.5 GW solar approved. ""Size of 70 football fields."" 35 GW predicted by 2023.",Approved/Permitted/Under construction,,,,Yes,,Media Monitoring
291,DartPoints data center,601 Milam St,Shreveport,LA,71101,High,,,,Google Maps and other sources,https://dartpoints.com/locations/louisiana3/,,,,,,,,32.511010,-93.749800,9/16/2025,9/16/2025,1,,,,"8,700",,,,,Operating,,,,,,Media Monitoring
292,Data center,7340 Greenwood Rd,Shreveport,LA,71119,High,,,,Google Maps and other sources,https://web.archive.org/web/20250912021859/https://www.shreveportbossieradvocate.com/business/west-shreveport-tapped-for-one-million-square-foot-data-center/article_f58624b7-a568-433b-8943-9200c28cde51.html,,,,,,,,32.454250,-93.905200,9/15/2025,9/15/2025,1,,,,"1,000,000",,,,,Proposed,,,,,,Media Monitoring
293,Medford,1 Cabot Rd,Medford,MA,02155,High,,,,Google Maps and other sources,https://www.expedient.com/data-centers/boston/,,,,,,,,42.406010,-71.075200,9/2/2025,9/2/2025,2,,,,"40,000",,,,,Operating,,,,,,Media Monitoring
294,Tidepoint,"1050 Hull Street, Suite 150",Baltimore,MD,21230,High,,,,Google Maps and other sources,https://www.expedient.com/data-centers/baltimore/,,,,,,,,39.274210,-76.591100,9/2/2025,9/2/2025,2,,,,"23,000",,,,,Operating,,,,,,Media Monitoring
295,Mag Partners data centers,,Baltimore Peninsula/ Port Covington,MD,21230,Medium,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/new-york-based-mag-partners-may-build-data-centers-on-235-acre-site-in-baltimore/,,,,,,,,39.265090,-76.612700,8/9/2025,8/9/2025,1,,,,,,235,,,Proposed,,,,,,Media Monitoring
296,Aligned,5601 Manor Woods Road,Frederick,MD,21703,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/aligned-looks-to-develop-three-more-data-centers-at-quantum-frederick-park-in-maryland/,,,,,,,,39.334300,-77.467900,5/24/2025,5/24/2025,5,,,,"1,100,000",,2100,,,Unknown,,,,,,Media Monitoring
297,Brightseat Tech Park data center,site of former Landover Mall,Hyattsville,MD,20785,High,,,,Google Maps and other sources,https://www.nbcwashington.com/news/local/prince-georges-county-to-pause-data-center-development/3988847/,https://www.washingtoninformer.com/landover-data-center-protest/,https://web.archive.org/web/20250401004408/https://www.pgcedc.com/latest-pgcedc-news/2024/10/29/5b-data-center-campus-on-former-landover-mall-footprint-could-break-ground-by-2026,https://www.washingtoninformer.com/landover-data-center-protest/,,,,,38.919770,-76.856500,9/17/2025,9/17/2025,5,,,,"4,100,000",,,$5 billion,,Suspended,,,,,,Media Monitoring
298,BWI1,11155 Red Run Blvd #200,Owings Mills,MD,21117,High,,,,Google Maps and other sources,https://www.expedient.com/data-centers/baltimore/,,,,,,,,39.427160,-76.811800,9/2/2025,9/2/2025,2,,,,"22,000",,,,,Operating,,,,,,Media Monitoring
299,Prosperity Drive Data Center,12401 Prosperity Dr,Silver Spring,MD,20904,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/data-center-in-maryland-sold-to-local-real-estate-group/,,,,,,,,39.058590,-76.964400,8/19/2025,8/19/2025,1,,,,"214,000",,,,,Operating,,,,,,Media Monitoring
300,Data center at former Maine Yankee nuclear power plant,321 Old Ferry Rd,Wicasset,ME,04578,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/vampire-data-center-scheme-irks-residents-in-wiscasset-maine/,,,,,,,,43.955718,-69.694286,10/15/2025,10/15/2025,1,,,,,,,,,Proposed,,,,,,Media Monitoring
1763327086525-1547,Thor Equities data center,Between Milan-Oakville Rd and Arkona Rds,Augusta Township,MI,48160,,,,,Google Maps only,https://www.mlive.com/news/ann-arbor/2025/07/farmland-rezoned-for-proposed-1b-data-center-in-southeast-washtenaw-county.html,https://www.datacenterdynamics.com/en/news/local-officials-recommend-denial-of-thor-equities-data-center-in-michigan/,https://augustatownship.org/wp-content/uploads/2025/05/Data_Center_Review.pdf,,,,,,42.091704,-83.637425,11/16/2025,,5,,,,,,522,$1 billion,,Proposed,,,Washtenaw,Yes,,Media Monitoring
301,US Signal data center,9275 Haggerty Road,Belleville,MI,48111,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/us-signal-to-expand-capacity-at-data-centers-in-michigan-detroit/,,,,,,,,42.235360,-83.444100,6/9/2025,6/9/2025,2,,,,"25,000",,,,,Unknown,,,,,,Media Monitoring
1114,Cloverleaf Infrastructure data center,~15398 Day Rd,Dundee,MI,48131,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/cloverleaf-drops-initial-plans-for-michigan-data-center-council-votes-to-block-water-supply/,,,,,,,,41.997277,-83.667421,11/3/2025,,1,,,,,,750,,,Suspended,,,,Yes,,Media Monitoring
1763326509042-3634,Data center,5781 Grand River Ave,Fowlerville,MI,48836,,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/1000-acre-data-center-campus-planned-outside-detroit-michigan-set-to-be-blocked/,https://planetdetroit.org/2025/09/data-center-rezoning-howell/,https://www.cbsnews.com/detroit/news/howell-township-data-center-developer-withdraws-project-application/,,,,,,42.655423,-84.028748,11/16/2025,,5,,,,,,1000,$1 billion,,Cancelled,,,Livingston,Yes,"https://www.change.org/p/stop-the-construction-of-michigan-s-largest-data-center-in-howell
https://www.facebook.com/groups/1890995838502334/",Media Monitoring
302,Santec Consulting Michigan data center,off Grand River Ave and N Fleming Rd,Fowlerville,MI,48836,Medium,,,,Google Maps and other sources,https://thelivingstonpost.com/howell-township-could-be-home-to-michigans-largest-data-center/,,https://www.whmi.com/news/article/the-fights-not-over-data-center-rejected-by-howell-twp-planning-commission,https://www.cbsnews.com/detroit/video/livingston-county-group-calls-for-moratorium-against-rezoning-land-for-data-center/,,,,,42.656460,-84.020000,9/25/2025,9/25/2025,1,,,,,,1000,,"Tabled, but not dead",Suspended,,,Livingston County,Yes,,Media Monitoring
1115,Franklin Partners LLC data center,S 26th Street and E N Avenue,Kalamazoo,MI,49048,High,,,,Google Maps and other sources,https://www.youtube.com/watch?v=7TLuvv42Hjo,,,,,,,,42.243792,-85.510115,11/3/2025,,1,,,,,,,,"Developer Don Shoemaker: ""Public displeasure is not our way of doing business. We want to be sure our interests are aligned with the community.""",Suspended,,,,Yes,,Media Monitoring
303,Hyperscale data center,,Lower Peninsula,MI,,Low,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/michigan-utility-consumers-energy-to-provide-1gw-of-power-to-new-hyperscale-data-center/,,,,,,,,43.660560,-84.666500,8/7/2025,8/7/2025,5,,,,,,,,,Unknown,,,,,,Media Monitoring
304,Related Digital data center,"NW side of US-12, near Willow Rd",Saline,MI,48176,Medium,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/related-pitches-575-acre-data-center-campus-outside-detroit-michigan/,https://www.msn.com/en-us/money/realestate/proposal-to-build-computer-data-center-near-saline-sparks-debate/ar-AA1KqiDZ?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,https://thesuntimesnews.com/saline-township-board-delays-related-digital-data-center-rezoning-decision-to-september/,https://www.mlive.com/news/ann-arbor/2025/09/data-center-for-ai-computing-rejected-in-farming-community-near-ann-arbor.html,https://www.mlive.com/news/ann-arbor/2025/10/rural-residents-in-an-uproar-over-openais-massive-data-center-project-in-saline-township.html,https://www.mlive.com/news/2025/11/dte-asks-to-rush-approval-of-massive-data-center-deal-avoiding-hearings.html,https://thelivingstonpost.com/data-center-developer-takes-a-small-michigan-farming-community-to-court/,,42.112755,-83.889557,9/14/2025,11/15/2025,5,,"3 large, 1 small",,"2,200,000",,575,,Proposal to rezone from ag to industrial.,Suspended,,,,Yes,,Media Monitoring
305,University of Michigan data center,10221 Textile Road,Ypsilanti,MI,48197,High,,,,Google Maps and other sources,https://www.mlive.com/news/2025/05/protesters-disrupt-talk-on-university-of-michigans-proposed-12b-data-center.html,https://www.mlive.com/news/ann-arbor/2024/12/price-tag-is-12b-for-university-of-michigan-los-alamos-project-to-build-fastest-computer.html,https://www.datacenterdynamics.com/en/news/opposition-calls-to-relocate-12bn-university-of-michigan-data-centers/,,,,,,42.204460,-83.555100,8/22/2025,8/22/2025,1,,,,,,,$1.2 billion,Being pressured to relocate,Proposed,,,,,,Media Monitoring
306,Amazon,,Becker,MN,55308,Medium,,Amazon,,Google Maps and other sources,https://www.msn.com/en-us/money/companies/amazon-suspends-minnesota-data-center-as-lawmakers-plan-to-reduce-big-tech-tax-breaks/ar-AA1Fj3re,https://www.fox9.com/news/amazon-becker-data-center,https://www.datacenterdynamics.com/en/news/amazon-web-services-suspends-plans-for-minnesota-data-center/,,,,,,45.385270,-93.880500,5/23/2025,5/23/2025,1,,,,,,,,,Suspended,,,,,,Media Monitoring
307,TRACT data center,betw Rochester Blvd and Hwy 52,Cannon Falls,MN,55065,High,,,,Google Maps and other sources,https://www.kttc.com/2025/08/27/cannon-falls-explores-major-data-center-project-following-land-annexation/,https://finance-commerce.com/2025/07/cannon-falls-data-center-tract-auar-review/,,,,,,,44.531960,-92.926800,9/2/2025,9/2/2025,1,,,,"1,750,000",,253,,,Proposed,,,,,,Media Monitoring
308,Cielo Digital Infrastructure,,Chisago,MN,55013,Low,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/cielo-digital-infrastructure-plans-300mw-data-center-campus-in-south-carolina/,,,,,,,,45.361800,-92.918600,6/24/2025,6/24/2025,5,,,,,,157,,,Proposed,,,,,,Media Monitoring
309,Centra: MSP1,610 Opperman Dr,Eagan,MN,55123,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/centra-breaks-ground-on-data-center-redevelopment-in-minneapolis-minnesota/,,,,,,,,44.829530,-93.117600,8/6/2025,8/6/2025,3,,,,,,,,,Unknown,,,,,,Media Monitoring
310,TRACT data center,near 2800 220th St W,Farmington,MN,55024,High,,,,Google Maps and other sources,https://finance-commerce.com/2025/07/cannon-falls-data-center-tract-auar-review/,,,,,,,,44.627540,-93.122900,9/2/2025,9/2/2025,1,,12,,"2,600,000",,342,,2 campuses,Proposed,,,,,,Media Monitoring
311,"""Project Loon"" data center",~3688 Co Hwy 13,Hermantown,MN,55810,High,,Harmony Group LLC,,Google Maps and other sources,https://hermantownmn.com/project/#1760042903195-d604f6bd-60cc,https://www.fox9.com/news/hermantown-city-council-data-center,https://www.duluthnewstribune.com/news/local/charged-debate-over-hermantown-data-center-draws-crowd,https://www.mprnews.org/story/2025/10/21/hermantown-data-center-moves-forward-despite-opposition,https://www.mprnews.org/story/2025/10/22/hermantown-delays-permits-for-disputed-data-center,,,,46.777410,-92.281863,10/21/2025,11/9/2025,5,,,Water,"1,800,000",Open loop,220,$650 million,,Suspended,,,,Yes,,Media Monitoring
312,US Internet data center,3819 W Broadway,Minneapolis,MN,55422,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/minnesota-abortion-clinic-site-set-to-be-turned-into-data-center-pro-life-memorial-held/,,,,,,,,45.024850,-93.332800,8/1/2025,8/1/2025,1,,,,"4,000",,,,former abortion clinic,Proposed,,,,,,Media Monitoring
313,Ryan Cos. US Inc technology/ data center,49199-49821 195th Ave,Pine Island,MN,55963,High,,,,Google Maps and other sources,https://finance-commerce.com/2025/03/ryan-cos-tech-industrial-hub-pine-island/,https://pineislandmn.gov/vertical/sites/%7B52A5D060-3422-4069-8E86-A961C2752B7F%7D/uploads/Project_Skyway_Scoping_EAW-Appendices_2025.02.27.pdf,,,,,,,44.224830,-92.644200,7/28/2025,7/28/2025,1,,,,"600,000-3,000,000",,482,,technology center to include data center,Proposed,,,,,,Media Monitoring
314,Project Loon (Braun Intertec),SW section of town,Proctor,MN,55810,Medium,,,,Google Maps and other sources,https://web.archive.org/web/20250923222004/https://www.startribune.com/northern-minnesota-mystery-project-identified-as-data-center-in-communications-to-city/601477059,https://hermantownmn.com/wp-content/uploads/2020/01/aMunger_Trail_Spur_-_Routes_-_12-23.pdf,,,,,,,46.729840,-92.231500,9/26/2025,9/26/2025,1,,,,"1,800,000",,200,$70-100 million,,Proposed,,,,,,Media Monitoring
1763324793343-5887,Data center,3815 N Hinkson Creek Rd,Columbia,MO,65202,,,,,Google Maps and other sources,https://gocolumbiamo.legistar.com/View.ashx?M=F&ID=14838831&GUID=CD9D24B9-05B4-4203-B9BA-8DC02DA95B03,https://www.komu.com/news/midmissourinews/columbia-residents-speak-against-rezoning-farm-land-for-possible-data-center/article_c4429655-ed89-51d3-a5df-6e57681b2548.html,,,,,,,38.989984,-92.280899,11/16/2025,,1,,,,,,63,,,Proposed,,,,Yes,,Media Monitoring
318,Cielo Digital Infrastructure,,Kansas City,MO,,Low,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/cielo-digital-infrastructure-plans-300mw-data-center-campus-in-south-carolina/,,,,,,,,39.017640,-94.566800,6/24/2025,6/24/2025,5,,,,,,146,,,Proposed,,,,,,Media Monitoring
316,Google data center (Project Mica),NE corner I-435 and Hwy 169/ Rocky Branch Creek Technology Park,Kansas City,MO,64165,Medium,,Google,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/google-files-final-plans-for-rocky-branch-creek-technology-park-in-kansas-city-missouri/,https://baxtel.com/data-center/google-project-mica,,,,,,,39.318010,-94.577300,8/27/2025,8/27/2025,1,,,,"1,800,000",,500,,,Approved/Permitted/Under construction,,,,,,Media Monitoring
315,Meta data center (KCM),1800 NW 128 St,Kansas City,MO,64165,High,,Meta,,Google Maps and other sources,https://about.fb.com/news/2025/08/metas-kansas-city-data-center/,https://baxtel.com/data-center/meta-kansas-city,https://www.datacenterdynamics.com/en/news/meta-acquires-500-more-acres-in-diodes-golden-plains-park-in-kansas-city-missouri/,,,,,,39.324880,-94.601100,8/21/2025,8/21/2025,1,,,,"1,000,000",,500,$800 million,"LEED gold certified, 100% ""green"" energy",Operating,,,,,,Media Monitoring
317,Project Kestrel (Port KC),State Rte 92 & N Winan Rd,Kansas City,MO,64079,High,,,,Google Maps and other sources,https://www.kshb.com/news/local-news/tech-firm-eyes-development-for-6-data-centers-north-of-kansas-city-international-airport,https://fox4kc.com/news/100-billion-data-center-coming-to-kansas-citys-northland/,https://fox4kc.com/news/100-billion-data-center-coming-to-kansas-citys-northland/,,,,,,39.353680,-94.696700,9/1/2025,9/1/2025,1,,6,,"1,800,000",,380,$100 billion,,Proposed,,,,,,Media Monitoring
319,Diode Ventures,"Harper Road Technology Park, 203rd St and Harper St",Peculiar,MO,64012,Medium,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/peculiar-officials-in-missouri-remove-data-centers-from-ordinance-blocking-15bn-diode-project/,https://www.datacenterwatch.org/report,,,,,,,38.747970,-94.482100,5/23/2025,5/23/2025,1,,,,,,,,,Suspended,,,,,,Media Monitoring
321,Data center,Hwy 370,St Charles,MO,,Medium,,,,Google Maps and other sources,https://fox2now.com/news/missouri/st-charles-proposed-data-center-sparks-environmental-concerns/,,,,,,,,38.822420,-90.537800,8/9/2025,8/9/2025,1,,,,,,,,,Proposed,,,,,,Media Monitoring
320,Project Cumulus,Elm Point Ave,St Charles,MO,63301,High,,,,Google Maps and other sources,https://www.ksdk.com/article/money/economy/energy/missouri-massive-data-center-st-charles-secretive-power-water-worries-polluted-groundwater-protected-wetland/63-cdae3e73-efab-4c0c-9215-938d064188e3,https://www.datacenterdynamics.com/en/news/data-center-in-st-charles-missouri-receives-partial-recommendation-for-approval/,https://www.ksdk.com/article/news/local/st-charles-ai-data-center-ban-first-in-nation/63-2c50fbcf-fcad-4b8d-bbcb-3711f6c2d29d,,,,,,38.815350,-90.545400,8/25/2025,8/25/2025,1,,,,"1,500,000",,440,,Aug 2025: 1 year moratorium,Proposed,,,,,,Media Monitoring
